0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
首座御园一区二期,大兴,101112610099,409,34877元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨2卫,中楼层 (共15层),117.27㎡,平层,暂无数据,板塔结合,东 南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-12,二类经济适用房,2018-06-28,普通住宅,满两年,非共有,无抵押,已上传房本照片
蓝堡国际公寓,朝阳,101112505465,1260,92839元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室2厅1厨2卫,中楼层 (共21层),135.72㎡,平层,101.36㎡,板塔结合,南,钢混结构,精装,两梯五户,集中供暖,有,2021-08-03,商品房,2006-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
保利罗兰香谷,昌平,101112626565,515,56426元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共15层),91.27㎡,平层,72.11㎡,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2021-08-14,商品房,2015-08-26,普通住宅,满五年,非共有,有抵押 70万元,已上传房本照片
华业东方玫瑰C区,通州,101112576286,489,53725元/平米,2016年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,中楼层 (共27层),91.02㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯五户,集中供暖,有,2021-08-09,商品房,2019-01-16,普通住宅,满两年,非共有,有抵押 120万元 客户偿还,已上传房本照片
紫芳园一区,丰台,101112613028,539,74448元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共25层),72.4㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯十户,集中供暖,有,2021-08-13,商品房,2011-05-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
延静东里,朝阳,101112517837,549,61534元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共26层),89.22㎡,平层,暂无数据,塔楼,东,钢混结构,简装,两梯十二户,集中供暖,有,2021-08-05,已购公房,1999-12-24,普通住宅,满五年,非共有,无抵押,已上传房本照片
翠成馨园E区,朝阳,101112551518,430,52065元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共28层),82.59㎡,平层,69.11㎡,塔楼,西南,钢混结构,简装,三梯八户,自供暖,有,2021-08-07,商品房,2011-01-13,普通住宅,满五年,非共有,无抵押,已上传房本照片
时代龙和,大兴,101112562829,680,41245元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室2厅1厨2卫,底层 (共15层),164.87㎡,复式,135.16㎡,板塔结合,南 北,钢混结构,毛坯,一梯两户,自供暖,有,2021-08-08,商品房,2009-02-24,普通住宅,满五年,非共有,有抵押 50万元 北京银行 客户偿还,已上传房本照片
台湖银河湾,通州,101112650463,536,66527元/平米,2016年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨1卫,中楼层 (共18层),80.57㎡,平层,57.92㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-16,商品房,2019-08-16,普通住宅,满两年,非共有,无抵押,已上传房本照片
天通苑本六区,昌平,101112628336,455,39470元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),115.28㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-14,商品房,2015-11-20,普通住宅,满五年,非共有,有抵押 105万元 招商银行 客户偿还,已上传房本照片
芳群园一区,丰台,101112578269,258,60864元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,低楼层 (共25层),42.39㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯九户,集中供暖,有,2021-08-10,商品房,2015-10-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
保利春天里,大兴,101112631600,339,40010元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共27层),84.73㎡,平层,63.42㎡,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-14,商品房,2016-07-08,普通住宅,满五年,非共有,无抵押,已上传房本照片
马家堡西里,丰台,101112633847,480,63092元/平米,1995年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨1卫,高楼层 (共18层),76.08㎡,平层,暂无数据,塔楼,西南,钢混结构,其他,两梯八户,集中供暖,有,2021-08-14,已购公房,2019-05-20,普通住宅,满两年,非共有,无抵押,已上传房本照片
国际港,朝阳,101112549916,760,64407元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共23层),118㎡,平层,93.45㎡,板塔结合,西南,钢混结构,精装,两梯六户,自供暖,有,2021-08-07,商品房,2017-06-30,普通住宅,满两年,非共有,无抵押,已上传房本照片
百合湾,通州,101112641769,598,72600元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,中楼层 (共20层),82.37㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-15,商品房,2018-06-06,普通住宅,满两年,非共有,无抵押,已上传房本照片
圣馨大地,朝阳,101112520734,866,73967元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,高楼层 (共24层),117.08㎡,平层,92.88㎡,塔楼,东,钢混结构,精装,三梯八户,集中供暖,有,2021-08-05,商品房,2015-10-27,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片
逸秀名园,通州,101112613679,425,42243元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共23层),100.61㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯四户,自供暖,有,2021-08-13,商品房,2005-08-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
彩虹城三区,丰台,101112570194,856,59400元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室1厅1厨2卫,低楼层 (共10层),144.11㎡,平层,暂无数据,板楼,东南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-08-09,商品房,2006-07-25,普通住宅,满五年,非共有,有抵押 350万元,已上传房本照片
富强东里,大兴,101112671512,189,35394元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),53.4㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-08-18,已购公房,2016-08-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
金蝉南里,朝阳,101112673362,330,59268元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,中楼层 (共25层),55.68㎡,平层,45.47㎡,塔楼,北,钢混结构,精装,三梯十户,集中供暖,有,2021-08-18,商品房,2017-04-22,普通住宅,满两年,非共有,有抵押 200万元 客户偿还,已上传房本照片
农光里,朝阳,101112576050,420,68617元/平米,1999年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共12层),61.21㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯三户,集中供暖,无,2021-08-09,商品房,2016-08-22,普通住宅,满五年,非共有,有抵押 100万元 中国银行 业主自还,已上传房本照片
恒盛小镇艺墅,大兴,101112636490,225,25293元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共11层),88.96㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-08-15,商品房,2019-04-15,普通住宅,满两年,非共有,无抵押,已上传房本照片
恋日绿岛,朝阳,101112617376,900,62371元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,底层 (共5层),144.3㎡,平层,127.08㎡,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-08-13,商品房,2005-04-25,普通住宅,满五年,非共有,有抵押 65万元 中国民生银行,已上传房本照片
秀水园,朝阳,101112581709,415,67557元/平米,1994年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共12层),61.43㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯三户,集中供暖,有,2021-08-10,已购公房,2008-09-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
大红门东门里,丰台,101112591180,325,49558元/平米,1978年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共5层),65.58㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,集中供暖,无,2021-08-11,已购公房,1999-08-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京新天地三期,朝阳,101112657230,370,59832元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,1室1厅1厨1卫,中楼层 (共28层),61.84㎡,平层,48.52㎡,板塔结合,北,钢混结构,精装,两梯六户,集中供暖,有,2021-08-16,商品房,2015-04-22,普通住宅,满五年,非共有,有抵押 110万元 工商银行 客户偿还,已上传房本照片
北京新天地二期,朝阳,101112612244,580,59100元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共28层),98.14㎡,平层,76.12㎡,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-13,商品房,2009-06-08,普通住宅,满五年,非共有,无抵押,已上传房本照片
样本,通州,101112658166,630,44647元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,底层 (共5层),141.11㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-08-17,商品房,2010-04-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
小铁匠营,丰台,101112654455,270,53925元/平米,1975年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),50.07㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-08-16,已购公房,2000-12-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
劲松二区,朝阳,101112578524,369,62490元/平米,1977年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共6层),59.05㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-10,已购公房,2014-09-11,普通住宅,满五年,非共有,无抵押,已上传房本照片
万方家园,通州,101112530368,599,65522元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共18层),91.42㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-06,商品房,2019-08-01,普通住宅,满两年,非共有,无抵押,已上传房本照片
